f1,f2,f3,f4,f5,f6,f7,f8,m_or_b
2,5,13,5,5,4,7,26,0
5,6,6,3,8,7,9,76,0
1,1,3,2,3,2,2,11,0
1,0,2,2,0,0,0,0,0
2,5,6,5,5,4,6,25,0
2,2,8,2,5,4,3,11,0
1,5,4,3,8,7,7,7,0
6,9,24,2,6,5,6,2,0
1,7,1,2,8,7,6,14,0
3,5,1,2,0,0,1,0,0
1,1,1,2,1,1,1,4,0
1,5,1,2,6,5,3,9,0
1,2,1,2,2,2,2,2,0
3,5,1,2,2,2,3,28,0
5,7,22,2,7,6,7,25,0
2,2,1,2,5,4,2,0,0
2,3,2,2,6,5,6,33,0
1,6,3,2,6,5,5,26,0
1,0,1,2,0,0,0,0,0
1,0,1,2,1,0,2,3,0
6,8,10,2,7,6,5,13,0
7,14,7,5,12,11,15,75,1
1,3,10,3,3,2,2,0,0
3,4,3,3,5,4,2,4,0
7,8,3,2,10,9,10,66,0
2,4,1,2,4,3,3,19,0
2,6,5,2,8,7,4,17,0
1,5,4,3,6,5,2,13,0
2,1,7,2,1,1,1,21,0
1,3,4,6,3,2,3,45,0
2,9,30,11,7,6,6,9,0
4,6,5,12,3,2,3,0,0
1,1,3,3,2,1,0,4,0
1,1,3,2,4,3,2,13,0
7,9,5,5,5,4,6,44,0
1,0,1,2,0,0,0,0,0
1,1,1,0,5,4,1,2,0
2,6,24,12,8,7,10,31,0
1,1,3,2,3,2,2,13,0
8,23,29,4,17,16,12,36,0
6,11,2,4,5,4,6,10,0
1,1,5,3,3,2,4,9,0
6,10,32,5,8,7,7,55,0
1,1,3,6,2,2,3,16,0
5,7,1,2,5,4,5,84,0
1,5,25,7,5,5,7,26,0
9,12,2,3,7,7,6,2,0
6,23,3,2,9,8,8,29,1
4,4,13,2,6,5,3,30,0
2,9,6,7,5,4,3,3,1
1,4,3,0,2,2,6,2,0
2,22,8,6,10,9,8,8,1
2,3,1,2,6,5,7,13,0
1,3,13,5,2,2,3,5,0
2,0,0,2,0,0,1,5,0
1,7,3,2,6,5,5,26,0
2,7,4,2,7,6,5,26,0
6,14,9,5,11,10,10,46,0
7,14,1,2,9,9,7,2,0
2,2,3,2,4,3,2,11,0
2,1,2,2,7,6,7,0,0
1,0,1,2,0,0,0,0,0
3,3,1,2,3,3,4,6,1
5,9,2,2,9,8,9,35,0
3,2,2,2,3,2,2,11,0
3,7,18,2,10,9,6,5,0
1,6,6,6,5,4,5,4,0
7,12,8,2,6,5,5,4,0
2,2,7,2,4,3,2,13,0
1,1,2,2,1,1,2,0,0
4,3,2,2,3,2,2,11,0
7,31,14,5,18,17,10,4,0
1,3,2,2,2,2,2,0,0
1,0,2,2,1,1,1,0,0
1,1,1,2,2,1,1,47,0
1,3,15,9,7,6,6,4,0
5,11,4,4,6,5,6,3,1
1,1,4,5,3,2,3,8,0
2,1,1,2,1,1,1,2,0
1,6,12,3,6,5,6,6,0
2,2,1,2,3,2,5,6,0
3,2,21,2,3,2,2,11,0
6,15,17,4,13,12,9,153,0
1,7,2,5,6,5,4,0,0
7,8,34,2,5,4,5,12,0
8,6,1,2,5,4,8,29,0
2,9,5,8,7,6,3,19,0
2,2,3,2,4,3,2,11,0
6,8,1,2,4,3,2,4,0
2,8,5,5,10,9,13,28,1
5,6,2,2,6,5,6,90,0
1,3,8,2,5,4,3,11,0
4,19,6,5,1,1,0,0,1
3,5,13,3,10,9,9,9,0
2,2,2,2,4,3,5,11,0
2,3,5,2,2,2,7,2,0
1,0,3,2,0,0,1,0,0
2,4,8,2,12,11,8,20,0
2,4,7,2,7,6,5,13,0
1,3,1,2,4,3,3,19,0
1,2,10,4,2,1,3,0,0
4,3,4,2,3,2,2,11,0
5,9,4,2,9,8,8,29,0
1,6,7,2,4,3,4,6,0
5,18,10,7,12,11,11,20,1
8,16,26,5,8,7,5,57,0
6,9,1,2,6,5,3,4,0
5,6,3,2,7,6,8,43,0
3,2,5,2,4,3,2,9,0
1,2,6,2,3,2,2,12,0
2,4,9,2,6,5,9,39,0
2,4,2,2,8,7,9,43,0
3,4,1,2,4,3,8,27,0
2,0,1,2,0,0,1,0,0
2,5,6,2,6,6,5,8,0
2,3,1,2,3,3,2,0,0
1,1,1,2,1,1,1,0,0
1,2,1,2,2,2,1,0,0
2,1,8,4,4,3,3,23,0
2,3,1,4,5,4,5,25,0
1,4,9,2,5,4,6,18,0
1,2,4,2,3,2,3,6,0
2,3,1,2,5,4,2,10,0
1,6,12,8,5,4,10,16,0
5,5,5,2,5,4,3,0,0
1,2,2,2,4,3,2,2,0
1,4,1,2,2,2,3,2,0
1,2,1,2,3,2,3,6,0
2,4,9,6,4,3,4,2,0
1,6,5,4,8,7,3,8,0
1,8,19,3,7,6,10,28,1
2,8,18,5,6,5,6,36,0
4,11,5,4,6,5,4,13,0
1,2,3,2,3,2,4,13,0
2,5,1,2,7,6,7,25,0
1,23,23,16,14,13,7,31,0
1,2,1,2,3,2,3,9,0
6,10,32,5,8,7,7,55,0
3,2,5,2,4,3,4,14,0
2,1,1,2,0,0,2,0,0
2,4,9,6,4,3,4,2,0
2,2,2,2,5,4,1,2,0
2,7,4,2,7,6,5,26,0
6,11,11,3,7,6,8,32,0
2,4,3,2,4,3,5,18,0
1,0,0,0,0,0,0,0,0
1,2,2,2,4,3,5,12,0
2,4,1,2,5,4,2,19,0
1,0,1,2,0,0,0,0,0
2,2,2,2,3,2,2,19,0
3,5,1,2,5,4,4,20,0
1,0,1,2,0,0,0,3,0
8,12,23,9,9,8,10,129,0
4,19,6,5,1,1,0,0,1
6,10,39,4,7,6,9,75,0
1,2,1,2,13,12,8,40,0
2,2,1,2,4,3,4,12,0
1,2,11,4,2,2,2,19,0
1,3,4,11,4,3,3,5,0
1,1,1,2,1,1,1,4,0
2,2,2,2,5,4,2,8,0
4,13,7,4,7,6,6,4,0
9,13,15,3,10,9,4,17,0
1,0,1,2,0,0,0,0,0
2,0,1,2,1,0,0,8,0
1,3,2,3,4,3,2,19,0
2,11,5,3,7,6,11,26,1
2,2,1,2,0,0,3,0,0
5,7,8,2,7,6,6,68,0
3,4,3,2,5,4,4,11,0
1,1,2,2,4,3,2,11,0
3,7,8,6,7,6,8,48,0
2,1,22,5,3,2,5,51,0
3,6,6,7,6,5,2,15,0
1,3,2,2,2,2,2,0,0
1,0,1,0,0,0,0,0,0
4,5,2,2,7,6,7,41,0
4,5,46,2,4,3,3,20,0
1,2,3,2,4,3,2,11,0
4,6,11,3,5,4,4,11,0
3,7,8,6,7,6,8,48,0
3,2,5,3,5,4,3,11,0
2,2,3,2,4,3,3,11,0
4,6,1,2,8,7,8,9,0
1,0,1,2,0,0,0,3,0
3,5,2,2,7,6,8,8,0
1,0,1,2,9,9,7,0,0
3,6,10,4,7,6,11,77,0
2,4,3,4,5,4,4,2,0
4,3,2,2,1,1,0,2,0
2,5,2,3,4,3,4,13,0
4,6,1,2,9,9,7,0,0
1,0,1,2,0,0,0,0,0
2,5,8,3,9,8,9,59,0
6,5,1,2,5,4,8,44,0
2,1,4,2,3,2,2,11,0
8,31,11,4,11,10,7,16,1
1,1,4,2,1,1,0,4,0
1,3,2,2,7,6,7,12,0
1,5,1,2,4,3,4,6,0
4,7,2,2,3,3,4,14,0
3,6,1,2,2,2,3,10,0
2,9,9,6,10,9,4,45,0
6,10,16,4,7,6,9,56,0
4,5,2,2,5,4,4,28,0
2,1,5,2,2,2,1,2,0
4,9,7,4,9,8,9,28,0
5,5,1,5,4,3,3,2,0
2,4,1,2,5,4,5,21,0
5,3,23,2,4,3,4,11,0
1,0,1,2,0,0,1,0,0
2,4,2,2,5,4,5,6,0
4,2,26,2,2,2,3,4,0
1,0,1,2,9,8,7,0,0
4,5,2,2,5,4,6,4,0
1,7,1,2,8,7,6,14,0
6,9,24,2,6,5,6,2,0
3,6,15,5,3,2,4,2,0
1,7,3,2,6,5,5,26,0
6,6,1,2,3,3,2,471,0
2,4,1,2,5,4,6,6,0
2,5,4,3,5,4,2,11,0
4,18,18,10,14,13,11,40,0
1,3,1,2,4,3,4,14,0
3,14,8,6,11,10,4,11,0
6,9,8,2,4,4,2,2,0
1,1,10,0,1,1,1,0,0
3,2,1,2,3,2,3,14,0
1,1,6,2,4,3,3,13,0
1,0,1,2,0,0,0,0,0
1,0,1,2,0,0,0,0,0
1,1,1,3,0,0,0,0,0
4,10,3,2,8,7,8,6,0
1,3,2,2,3,2,2,0,1
1,2,1,2,1,1,0,2,0
2,4,1,2,6,5,5,7,0
2,1,1,2,1,1,0,5,0
2,0,1,2,0,0,1,0,0
3,9,4,2,7,6,5,18,0
1,10,1,2,9,9,5,0,0
7,7,3,4,3,2,2,0,0
2,2,1,2,3,2,3,6,0
4,20,10,11,4,3,4,4,1
6,7,32,2,9,8,5,18,0
10,13,2,3,9,8,7,31,0
1,1,3,2,2,2,2,0,0
1,1,4,2,2,1,4,0,0
2,9,4,2,6,6,3,0,0
1,2,1,2,3,2,3,6,0
2,4,2,2,5,4,4,15,0
1,3,4,6,3,2,5,0,0
1,2,2,2,3,2,2,19,0
3,2,2,2,5,4,4,0,0
1,0,14,2,0,0,0,0,0
2,6,10,5,6,5,5,16,0
2,2,2,2,1,1,0,2,0
1,0,1,2,1,0,2,7,0
4,7,3,3,9,8,7,21,0
1,5,5,6,7,6,5,42,0
1,0,1,2,0,0,1,0,0
2,3,2,2,8,7,7,9,0
2,8,3,3,3,3,2,0,0
1,5,1,2,7,6,6,15,0
1,3,13,3,7,6,8,15,0
1,1,4,2,3,2,2,11,0
1,1,1,2,0,0,0,2,0
2,4,5,2,3,2,2,7,0
5,7,4,2,9,8,8,62,0
2,3,1,2,3,2,2,19,0
2,6,3,2,9,8,10,8,0
2,5,1,2,4,3,4,21,0
4,12,6,4,6,5,4,11,0
4,4,11,2,5,4,8,35,0
4,5,5,3,3,2,3,11,0
1,1,3,5,1,1,2,0,0
2,2,1,2,5,4,2,185,0
2,0,2,2,0,0,0,0,0
4,2,1,2,6,5,4,20,0
1,4,2,2,5,4,6,29,0
1,4,4,3,1,1,0,0,0
1,1,1,2,1,1,1,10,0
1,6,5,2,3,3,7,2,0
6,10,32,5,8,7,7,55,0
1,2,1,2,4,3,3,2,0
2,2,9,2,5,4,4,13,0
4,4,1,2,7,6,7,32,0
3,4,1,2,3,2,7,6,0
4,10,4,2,6,5,6,6,0
4,3,4,2,3,2,2,11,0
2,5,4,2,4,3,3,0,0
3,3,1,2,3,3,5,2,1
9,10,39,2,9,8,9,119,0
1,2,2,2,5,4,6,0,0
2,0,1,2,2,1,2,0,0
2,1,1,2,1,1,0,3,0
1,8,1,2,6,5,7,24,0
3,3,3,2,5,4,4,20,0
3,7,5,2,9,8,11,55,0
1,3,2,2,3,2,4,6,0
2,1,3,2,3,2,2,21,0
2,4,1,2,1,1,5,7,0
2,3,97,4,3,3,2,7,0
2,6,5,5,6,5,5,19,0
1,1,3,2,1,1,1,12,0
4,4,1,3,4,3,3,6,0
3,2,21,2,3,2,2,11,0
6,16,5,4,7,6,5,0,1
5,7,1,2,5,4,7,25,0
2,3,1,2,4,3,2,19,0
2,1,1,2,1,1,1,0,0
2,3,7,2,3,2,4,13,0
1,0,3,2,1,0,1,0,0
1,1,1,2,4,3,2,14,0
4,4,1,2,5,4,5,13,0
7,8,5,2,7,6,5,23,0
3,7,7,3,7,6,5,2,0
2,2,1,2,4,3,3,6,0
2,7,4,2,8,7,6,53,0
4,6,5,6,9,8,10,38,0
1,3,1,2,5,4,5,33,0
7,9,5,5,5,4,6,44,0
5,7,1,2,5,4,7,25,0
5,5,3,2,6,5,4,35,0
3,6,1,2,8,7,9,8,0
1,1,1,2,1,1,0,2,0
6,5,8,2,9,8,5,55,0
2,16,4,9,11,10,6,14,0
8,17,12,2,11,10,10,45,0
1,0,1,2,0,0,0,0,0
1,8,13,7,7,6,4,11,0
1,1,6,5,3,2,3,15,0
5,5,4,3,4,3,2,5,0
2,3,1,2,3,3,3,0,0
1,0,3,0,1,0,1,0,0
3,6,7,2,7,6,6,43,0
2,0,1,2,0,0,0,0,0
2,7,15,4,6,5,5,2,0
5,5,4,2,6,5,7,42,0
1,1,1,2,0,0,0,161,0
1,1,1,2,1,1,1,2,0
1,1,15,2,2,1,2,2,0
2,3,6,2,3,2,4,6,0
1,3,1,2,4,3,6,12,0
3,5,1,2,5,4,3,6,0
2,5,30,5,3,2,4,2,0
3,0,5,2,1,1,2,2,0
2,1,2,2,2,2,5,4,0
1,1,3,2,3,2,3,11,0
1,0,1,2,0,0,0,0,0
5,7,5,2,10,9,6,16,0
3,12,30,11,10,9,11,31,0
1,0,0,3,0,0,0,2,0
4,4,5,9,6,5,3,35,0
2,5,2,2,6,5,8,14,0
4,4,1,2,4,3,2,11,0
3,10,8,8,7,6,9,10,0
2,0,1,2,0,0,0,2,0
0,8,4,2,5,4,3,41,0
6,11,11,2,6,5,5,32,0
1,4,1,2,3,2,3,8,0
2,2,1,2,4,3,3,6,0
7,9,5,5,5,4,6,44,0
1,2,2,2,2,2,1,19,0
6,8,6,2,11,10,8,69,0
1,1,3,2,3,2,4,11,0
6,9,7,2,9,8,11,64,0
7,15,27,3,7,6,8,6,0
1,0,1,2,0,0,0,0,0
1,1,2,2,1,1,1,0,0
6,9,1,2,6,5,4,6,0
5,6,28,9,7,6,4,10,0
1,5,12,7,3,2,4,4,0
1,3,11,2,4,3,3,18,0
2,7,4,2,7,6,5,26,0
4,8,3,6,8,7,7,9,0
1,2,1,2,3,2,2,19,0
2,2,2,2,2,2,6,2,0
5,6,5,2,11,10,6,34,0
2,6,3,6,7,6,9,19,0
1,5,11,4,12,11,10,65,0
1,1,2,2,12,11,6,15,0
1,7,3,4,5,4,3,6,0
2,6,4,5,2,2,1,0,1
2,4,2,2,7,6,5,8,0
5,7,1,2,7,7,4,5,0
5,8,13,3,4,3,4,4,0
2,0,1,2,0,0,0,0,0
4,3,1,2,5,4,1,9,0
4,3,4,2,3,2,2,13,0
2,2,1,2,8,7,12,0,0
2,4,4,2,11,10,7,19,0
6,9,46,5,10,9,6,39,0
6,6,6,5,3,2,6,71,0
1,3,3,2,3,2,4,11,0
2,6,9,5,6,5,3,11,0
1,2,2,2,7,6,4,22,0
2,8,2,4,6,5,4,2,0
1,1,1,2,1,1,2,0,0
1,3,1,2,4,3,3,19,0
8,14,2,2,3,3,1,3,0
1,2,2,4,3,2,3,8,0
6,12,11,8,11,10,14,50,1
2,0,2,2,0,0,0,0,0
1,1,2,2,1,1,0,2,0
5,7,1,2,5,4,7,19,0
1,2,4,2,3,2,3,6,0
1,4,6,2,10,9,3,0,0
1,2,6,3,2,2,2,5,0
2,2,2,2,6,5,4,11,0
5,5,12,2,5,4,3,4,0
2,1,1,2,2,2,1,0,0
1,1,1,2,3,2,2,11,0
1,2,1,2,3,2,4,139,0
1,2,4,2,3,2,1,0,0
1,1,1,2,1,1,0,8,0
2,5,1,2,1,1,2,0,1
2,4,4,2,1,1,1,0,0
1,1,1,2,1,1,0,2,0
1,0,0,0,0,0,0,0,0
1,0,2,2,3,2,1,0,0
6,26,7,2,10,9,5,22,1
2,3,3,2,3,2,2,19,0
2,2,1,2,4,3,3,5,0
1,0,2,2,0,0,0,2,0
3,5,1,2,5,4,4,17,0
7,9,5,5,4,3,3,33,0
1,0,1,2,0,0,1,0,0
2,11,7,3,13,12,9,39,0
1,0,1,2,0,0,0,0,0
1,3,2,6,4,4,2,0,0
1,0,3,3,2,2,1,5,0
1,2,2,5,4,3,5,20,0
3,3,14,4,6,5,6,11,0
2,4,5,2,4,4,4,0,0
3,5,26,2,4,3,5,11,0
6,9,9,4,8,7,9,43,0
4,3,11,2,4,3,2,5,0
2,0,1,2,0,0,0,2,0
2,1,3,2,3,2,2,11,0
2,4,1,2,5,4,6,6,0
1,2,7,3,3,2,3,6,0
3,5,13,3,10,9,9,9,0
2,2,4,2,1,1,1,0,0
8,12,23,9,9,8,10,129,0
5,24,3,2,1,1,3,0,1
3,7,8,6,7,6,8,48,0
2,4,4,2,9,8,6,17,0
1,3,6,2,3,2,3,2,0
1,2,1,2,4,3,4,12,0
5,5,3,2,5,4,2,17,0
4,2,2,2,4,3,1,9,0
2,3,1,2,6,5,5,19,0
4,4,5,2,4,3,3,4,0
2,2,2,2,3,2,3,6,0
1,2,1,2,3,2,2,14,0
6,8,12,15,6,5,7,90,0
1,0,1,3,0,0,1,2,0
4,2,2,2,4,3,3,13,0
1,0,0,2,0,0,0,0,0
1,0,2,2,3,2,1,0,0
3,2,3,2,3,2,1,9,0
2,2,7,2,3,2,3,6,0
3,3,6,3,7,6,7,8,0
2,1,1,2,13,12,8,40,0
3,3,1,2,3,2,2,11,0
1,0,1,2,0,0,0,0,0
2,4,1,2,13,12,8,45,0
1,2,15,2,3,2,3,27,0
2,8,5,2,3,3,4,0,1
1,0,0,3,0,0,0,2,0
1,0,0,0,1,1,1,0,0
3,2,1,2,4,3,2,11,0
2,1,4,2,1,1,1,13,0
1,5,1,2,6,5,5,18,0
1,1,1,0,3,3,4,2,0
2,2,2,2,3,2,4,11,0
8,26,13,4,13,12,9,52,1
7,11,10,7,12,11,12,45,0
1,0,4,2,2,1,5,0,0
4,9,8,5,8,7,9,0,0
1,3,1,2,5,4,3,4,0
1,5,15,2,7,6,4,72,0
5,5,1,2,3,3,2,4,0
5,7,1,2,5,4,7,25,0
10,10,34,4,14,13,12,197,0
2,2,11,2,2,1,3,0,0
5,4,3,2,3,2,3,14,0
2,2,1,3,3,2,4,12,0
1,2,6,2,3,2,2,19,0
3,2,1,2,2,2,2,2,0
1,2,2,2,5,4,5,25,0
2,0,1,2,0,0,1,0,0
1,0,1,2,0,0,1,0,0
2,7,4,2,7,6,5,26,0
2,1,1,2,13,12,8,44,1
1,1,6,2,3,2,2,11,0
1,0,1,0,1,1,0,0,0
6,12,7,5,9,8,9,55,0
5,9,4,0,6,5,3,6,0
2,2,5,2,3,2,3,6,0
2,2,1,5,4,3,4,47,0
2,4,3,2,5,5,3,2,0
2,5,1,2,9,8,9,14,0
6,10,37,5,7,6,7,63,0
2,2,5,3,1,1,2,0,0
1,3,21,8,6,5,6,59,0
1,2,3,3,2,2,2,5,0
2,2,1,2,4,3,7,32,0
6,10,32,5,8,7,7,55,0
6,7,7,2,12,11,7,20,0
5,6,1,5,3,3,3,8,0
3,2,3,2,3,2,2,11,0
8,6,2,2,4,4,3,7,0
2,3,4,2,5,5,4,3,0
3,3,1,2,5,4,4,14,0
3,5,1,2,5,4,4,17,0
7,15,95,9,8,7,8,56,0
4,3,3,2,2,2,1,8,0
2,3,3,2,6,5,2,17,0
4,5,37,2,6,5,3,27,0
1,3,1,2,3,2,4,6,0
2,4,6,2,7,6,8,30,0
4,5,9,2,5,4,6,23,0
6,9,1,2,6,5,3,6,0
6,10,32,5,8,7,7,55,0
2,13,16,3,6,5,6,10,0
3,4,1,3,5,4,4,6,0
1,1,1,2,9,8,7,2,0
6,10,32,5,8,7,7,55,0
2,2,20,10,4,3,3,30,0
3,4,3,2,7,6,5,19,0
4,4,3,2,4,3,4,5,0
1,1,1,2,0,0,0,0,0
3,7,4,2,6,5,4,17,0
8,6,3,2,4,3,4,89,0
2,2,3,2,6,5,5,8,0
2,1,1,2,1,1,1,0,0
3,6,4,2,7,6,9,25,0
7,17,8,2,4,3,7,51,0
1,1,2,2,1,1,1,6,0
1,1,6,2,3,2,2,2,0
6,9,6,2,11,10,9,29,0
8,40,15,8,20,19,9,15,0
1,2,1,2,3,2,3,6,0
1,4,2,2,6,5,3,6,0
1,3,6,4,9,8,9,110,0
5,4,16,2,3,3,2,18,0
6,10,32,5,8,7,7,55,0
1,0,0,0,0,0,0,0,0
2,3,1,2,6,5,3,6,0
3,7,11,2,8,7,9,69,0
3,2,3,2,3,2,2,11,0
1,0,2,1,1,0,1,4,0
2,4,3,2,4,3,5,17,0
2,4,5,6,7,6,8,68,0
3,3,1,2,4,3,1,9,0
4,4,6,2,3,2,3,11,0
1,0,1,2,0,0,0,0,0
2,2,1,2,2,2,4,10,0
3,3,1,2,5,4,5,2,0
2,2,1,2,3,2,2,6,0
1,2,6,4,5,4,4,22,0
1,0,1,2,0,0,0,0,0
4,15,9,2,11,10,11,25,0
2,5,13,3,4,3,1,0,0
5,9,2,2,9,8,8,21,0
2,2,2,2,2,2,3,0,0
4,4,11,2,5,4,8,35,0
7,14,21,2,10,9,8,61,0
6,9,10,4,10,9,9,47,0
5,9,3,2,10,9,8,48,0
3,4,8,3,10,9,9,9,0
2,3,2,2,3,3,1,0,0
1,3,2,2,8,7,6,19,0
2,2,2,2,4,3,3,6,0
2,2,2,2,5,4,3,19,0
4,3,1,2,5,4,2,4,0
5,11,4,2,14,13,14,32,0
4,3,1,2,2,2,2,2,0
1,2,1,2,2,2,1,2,0
2,8,7,3,3,2,2,0,0
2,3,4,2,10,9,6,15,0
2,3,3,2,4,3,3,16,0
3,5,13,3,10,9,9,9,0
4,3,6,2,3,2,3,11,0
1,2,1,4,6,5,7,4,0
1,0,1,2,0,0,0,0,0
2,4,4,2,7,6,6,14,0
3,6,6,4,6,5,6,13,0
2,0,4,2,0,0,0,0,0
1,3,2,2,2,2,2,0,0
2,6,12,5,6,5,2,11,0
1,7,3,2,6,5,5,26,0
3,2,1,3,2,2,2,0,0
5,11,12,6,12,11,10,161,0
1,0,0,0,0,0,0,0,0
1,4,6,2,5,4,4,11,0
2,4,6,2,6,5,1,4,0
3,9,4,3,10,9,9,13,0
5,7,4,5,10,9,9,0,0
2,3,4,2,6,5,3,26,0
2,4,12,4,8,7,6,25,0
2,2,2,2,3,3,2,11,0
2,4,4,2,11,10,6,10,0
2,4,5,2,6,5,10,9,0
1,0,2,2,0,0,1,0,0
1,2,4,2,5,4,7,104,0
2,8,5,3,9,8,5,41,0
2,1,1,2,1,1,1,0,0
2,2,2,2,3,3,3,7,0
5,6,2,2,7,6,8,15,1
3,3,1,2,6,5,3,12,0
4,3,4,2,4,3,3,16,0
4,3,2,2,5,4,3,17,0
2,2,2,2,4,3,4,2,0
1,1,2,2,1,1,4,0,0
9,9,12,4,6,5,7,13,0
1,3,1,2,4,3,3,19,0
1,2,1,2,1,1,5,0,0
5,4,1,2,3,2,4,38,0
3,5,5,2,8,7,6,38,0
3,17,10,7,9,8,3,10,0
6,9,7,2,9,8,11,64,0
1,1,3,3,3,2,3,16,0
2,1,3,2,1,1,0,6,0
2,2,2,2,3,2,4,6,0
3,5,1,2,5,4,4,17,0
4,6,1,2,8,7,8,4,0
3,4,6,2,5,4,5,9,0
5,21,1,2,0,0,1,0,1
2,2,1,2,4,3,2,2,0
1,2,2,2,3,2,2,12,0
2,9,6,7,5,4,3,3,1
5,5,5,2,5,4,5,14,0
7,12,4,4,6,6,6,4,1
2,7,4,2,8,7,6,53,0
2,2,2,2,3,3,3,7,0
3,4,19,8,4,3,5,17,0
7,19,99,9,17,16,14,91,0
4,9,3,4,13,12,7,23,0
1,1,6,2,1,1,0,7,0
3,17,12,11,4,3,4,6,1
1,3,6,2,2,2,2,2,0
