f1,f2,f3,f4,f5,f6,f7,f8,m_or_b
1,1,1,2,1,1,1,2,0
2,1,1,2,4,3,4,16,0
1,1,5,4,4,3,4,5,0
4,3,4,2,3,2,2,11,0
3,3,5,5,3,2,4,52,0
7,9,5,5,5,4,6,44,0
2,4,3,2,4,3,5,17,0
1,0,1,2,0,0,0,0,0
1,1,4,3,1,1,1,3,0
2,3,1,2,2,2,3,0,0
1,0,7,2,0,0,0,0,0
4,5,3,3,5,4,2,11,0
2,3,3,3,8,8,7,0,0
1,0,2,2,0,0,1,0,0
2,3,2,2,3,2,3,0,0
1,1,2,1,1,1,0,0,0
3,1,2,2,1,1,0,0,0
1,3,2,3,4,3,2,19,0
1,0,3,2,0,0,1,0,0
1,0,1,2,1,0,1,4,0
4,3,2,6,8,7,7,59,0
2,2,1,2,5,4,2,85,0
1,2,1,2,1,1,0,2,0
1,2,3,2,3,2,1,2,0
1,3,6,4,6,5,5,14,0
6,10,37,5,7,6,7,63,0
1,0,1,3,1,0,1,6,0
3,4,5,2,6,5,6,19,0
4,4,1,2,4,3,2,22,0
1,1,1,2,1,1,1,0,0
2,2,1,2,2,2,2,0,0
4,3,6,2,3,2,3,11,0
1,0,2,2,0,0,3,0,0
7,8,2,2,4,3,5,56,0
1,1,4,2,3,2,2,11,0
2,1,4,2,3,2,7,14,0
1,2,2,2,2,2,3,10,0
1,4,2,2,6,5,6,39,0
1,2,3,5,2,1,1,2,0
1,7,3,2,6,5,5,26,0
1,3,7,2,12,11,8,30,0
4,5,1,2,5,4,4,15,0
1,3,11,2,3,2,5,14,0
4,4,5,2,4,3,4,13,0
1,1,1,2,13,12,8,40,0
3,7,1,2,4,3,5,23,0
2,8,2,4,6,5,4,2,0
3,5,8,2,7,6,8,49,0
4,4,13,2,6,5,3,30,0
4,5,7,2,14,13,14,162,0
2,4,4,2,11,10,7,30,0
1,1,1,2,2,1,0,10,0
1,1,1,2,13,12,8,196,0
3,11,3,5,7,6,4,34,0
2,7,4,2,7,6,5,26,0
1,0,1,2,1,0,1,5,0
2,1,2,2,1,1,2,0,0
4,6,1,2,4,3,3,6,0
2,2,2,2,3,2,1,9,0
7,20,19,6,14,13,7,0,0
4,4,8,3,1,1,3,2,0
2,3,3,2,7,6,9,32,0
1,1,1,2,1,1,0,2,0
2,0,1,2,0,0,1,0,0
2,2,3,2,1,1,0,2,0
6,8,3,2,10,9,13,67,0
1,6,3,2,5,4,3,11,0
2,1,3,2,4,3,2,11,0
4,3,4,2,4,3,2,4,0
4,10,3,2,8,8,5,3,0
2,2,6,2,3,2,2,19,0
2,3,2,2,4,4,1,6,0
1,0,1,2,1,0,0,0,0
4,5,1,2,5,4,3,13,0
1,0,1,2,0,0,0,0,0
2,4,9,6,4,3,4,2,0
4,6,6,2,11,10,7,13,0
3,31,20,5,10,9,8,52,0
2,5,4,2,4,3,3,2,0
3,4,1,2,6,5,3,6,0
3,6,1,2,7,7,6,10,0
1,0,2,0,0,0,0,0,0
4,2,4,3,5,4,6,43,0
1,1,1,2,3,2,3,14,0
4,6,18,2,7,6,7,33,0
2,9,23,23,6,5,4,4,0
7,10,4,5,12,11,7,35,0
2,3,6,2,4,3,5,20,0
4,9,8,8,9,8,5,21,0
3,2,2,2,4,3,2,11,0
1,4,7,4,9,8,9,102,0
3,3,7,2,5,4,4,13,0
4,9,4,2,7,6,6,6,0
2,1,3,2,1,1,5,4,0
2,2,3,2,5,4,2,11,0
1,1,1,2,1,1,0,2,0
1,0,11,2,1,0,2,0,0
1,1,3,2,3,2,3,11,0
2,6,15,2,8,7,10,9,0
2,2,2,2,3,3,3,7,0
2,2,1,2,5,4,5,10,0
1,1,3,0,2,1,0,10,0
2,2,1,2,2,2,2,4,0
1,1,3,2,3,2,2,0,0
5,7,2,3,3,2,2,0,0
2,2,2,2,3,2,3,6,0
2,1,4,2,2,1,0,0,0
3,4,13,5,5,4,6,6,0
2,1,3,2,4,3,2,11,0
2,1,1,2,4,3,3,0,0
1,0,3,2,1,0,1,0,0
3,3,10,2,6,5,7,30,0
2,1,1,2,1,1,4,0,0
5,5,15,5,3,2,4,12,0
2,2,1,2,3,2,3,13,0
2,2,1,2,4,3,3,6,0
1,0,11,2,0,0,0,0,0
3,2,2,0,3,2,2,11,0
2,3,2,2,5,4,5,11,0
3,5,4,2,6,5,2,11,0
3,4,8,3,10,9,9,9,0
4,6,4,2,12,11,9,44,0
2,3,2,2,4,3,5,17,0
1,1,1,2,1,1,0,0,0
2,1,1,2,0,0,0,0,0
1,4,1,2,6,5,6,29,0
2,3,2,2,4,3,3,6,0
1,1,1,2,1,1,0,3,0
2,4,3,2,4,3,4,11,0
1,4,1,2,7,6,5,15,0
1,1,2,2,3,2,4,16,0
1,2,5,2,4,3,2,24,0
1,2,2,2,3,2,3,22,0
2,1,1,2,0,0,0,31,0
5,9,2,2,7,6,8,57,0
1,0,1,0,2,1,3,4,0
1,0,2,0,0,0,0,0,0
6,11,5,5,10,9,11,39,0
1,0,1,2,0,0,1,0,0
1,0,4,2,1,0,0,0,0
2,2,2,2,3,3,3,7,0
2,2,1,2,3,2,3,11,0
1,0,1,2,0,0,0,0,0
1,0,0,0,0,0,0,0,0
4,5,1,2,5,4,3,15,0
3,3,4,5,6,5,4,15,0
1,2,9,2,4,3,5,9,0
1,1,5,0,3,2,2,11,0
1,2,2,2,3,2,3,6,0
2,2,1,2,6,5,3,19,0
2,4,3,2,7,6,4,22,0
2,2,15,3,2,1,4,5,0
1,1,4,2,1,1,1,0,0
1,2,7,2,3,2,1,11,0
1,0,1,2,1,1,0,0,0
3,5,13,3,10,9,9,9,0
1,3,3,4,2,1,3,6,0
1,0,0,0,1,0,1,0,0
1,2,8,2,4,3,2,17,0
3,4,1,2,8,7,5,20,0
7,4,3,2,5,5,3,8,0
2,2,11,2,2,1,2,5,0
1,5,2,5,7,6,6,56,0
3,9,13,2,6,5,6,42,0
1,1,3,5,3,3,3,6,0
4,8,16,2,5,4,5,15,0
2,3,5,2,9,8,7,13,0
3,5,13,3,10,9,9,9,0
3,13,13,7,10,9,7,81,0
5,2,23,7,6,5,5,74,0
1,1,3,2,3,2,2,11,0
2,6,34,5,9,8,10,46,0
1,1,1,3,0,0,0,0,0
3,3,6,2,4,3,6,30,0
1,2,5,2,3,2,2,12,0
3,7,8,10,9,8,8,46,0
3,5,13,3,10,9,9,9,0
2,0,3,2,0,0,1,0,0
2,3,7,2,4,3,4,16,0
2,1,22,5,3,2,5,51,0
4,5,9,2,5,4,6,23,0
4,7,10,6,9,8,9,43,0
2,2,2,2,3,2,2,19,0
2,8,3,3,7,6,6,21,0
2,7,4,2,7,6,5,26,0
2,1,5,2,3,2,4,16,0
3,2,4,2,3,2,4,12,0
1,2,4,4,2,1,2,0,0
1,5,1,2,7,6,6,15,0
4,4,5,5,4,3,7,59,0
6,9,1,2,7,6,4,4,0
6,7,21,4,6,5,5,4,0
1,2,1,4,6,5,4,9,0
1,1,2,6,2,1,6,0,0
4,8,9,2,10,9,8,22,0
2,1,3,2,3,2,2,14,0
3,5,4,2,7,6,8,4,0
2,0,1,2,1,1,3,29,0
1,0,1,2,0,0,0,3,0
2,3,27,2,3,2,5,39,0
1,1,2,2,1,1,0,6,0
1,0,1,2,0,0,2,0,0
2,6,2,7,6,5,7,16,0
6,9,24,2,6,5,6,2,0
3,6,1,2,5,4,3,6,0
5,4,9,3,3,2,4,12,0
2,5,1,4,9,8,8,26,0
8,6,8,2,10,9,7,49,0
2,2,2,2,3,2,3,6,0
2,3,2,2,3,3,4,2,0
2,0,1,2,0,0,1,0,0
2,1,2,2,1,1,1,0,0
1,1,0,0,0,0,0,0,0
2,5,1,2,7,6,5,31,0
2,9,1,2,3,3,4,0,0
1,1,3,2,3,2,4,11,0
5,9,3,2,9,8,8,32,0
2,4,1,2,7,6,4,22,0
1,0,4,4,1,0,0,2,0
2,2,3,2,3,3,4,37,0
9,16,26,2,13,12,8,11,0
1,0,1,2,0,0,0,0,0
5,7,2,2,4,3,3,19,0
3,10,4,7,8,7,5,26,0
1,1,10,2,3,2,2,11,0
1,2,1,2,3,2,6,11,0
2,2,3,2,5,4,6,36,0
1,5,2,2,6,5,6,8,0
2,2,5,2,6,5,6,13,0
6,10,7,5,6,5,8,48,0
1,0,1,2,0,0,0,0,0
1,1,2,2,3,2,1,2,0
6,8,10,2,7,6,5,13,0
2,5,6,2,5,4,6,0,0
2,0,6,2,1,1,0,0,0
2,6,3,2,10,9,11,33,0
3,3,10,2,2,1,4,6,0
2,5,27,6,7,6,6,46,0
6,10,32,5,8,7,7,55,0
1,4,5,6,5,4,5,2,0
4,6,1,2,3,3,2,22,0
1,1,1,2,4,3,2,11,0
3,2,2,2,4,3,4,8,0
5,9,4,2,9,8,8,29,0
2,2,2,2,3,2,4,6,0
5,13,2,4,5,4,6,5,0
2,4,2,7,4,3,4,0,0
5,13,3,3,6,5,5,10,0
5,7,1,2,5,4,7,19,0
2,0,2,2,1,0,1,0,0
1,2,1,2,4,3,4,4,0
2,0,2,2,1,0,2,0,0
2,0,1,2,0,0,0,0,0
5,4,2,2,5,4,2,25,0
3,12,4,3,5,4,5,13,0
10,12,2,3,7,7,6,2,0
4,2,7,2,4,3,2,11,0
2,7,4,2,7,6,5,26,0
2,2,2,2,3,2,3,6,0
1,3,2,2,3,3,2,0,0
1,4,3,2,4,3,3,11,0
1,1,2,2,1,1,1,0,0
2,3,1,2,3,3,1,2,0
5,6,3,6,4,4,1,0,0
1,1,1,2,0,0,1,0,0
3,3,2,2,4,3,4,21,0
1,4,11,4,4,3,6,21,0
7,9,13,4,7,6,7,2,0
7,7,10,2,5,4,6,16,0
7,6,4,6,6,5,4,7,0
1,3,1,2,9,9,7,0,0
5,7,2,2,9,8,12,76,0
1,1,1,2,9,9,7,0,0
1,5,5,5,5,4,3,0,0
1,0,2,2,0,0,0,0,0
2,1,2,2,1,1,2,2,0
1,4,1,2,6,5,6,29,0
2,6,3,5,2,2,3,10,0
1,2,1,2,10,9,8,43,0
1,0,2,2,0,0,1,0,0
2,0,0,2,1,1,2,4,0
2,1,1,2,1,1,0,0,0
4,7,5,2,10,9,6,43,0
1,3,10,3,5,4,1,3,0
1,6,13,8,5,4,9,16,0
5,14,26,4,10,9,9,54,0
2,3,1,2,3,3,3,4,0
2,3,6,2,5,4,7,2,0
1,0,2,2,9,8,7,0,0
3,5,1,2,5,4,4,17,0
1,1,3,7,2,1,3,15,0
5,7,35,2,7,6,6,28,0
5,7,2,2,10,9,7,45,0
2,4,1,2,3,2,1,8,0
2,3,4,4,3,3,4,7,0
8,6,3,2,4,3,4,89,0
6,7,1,2,5,4,4,10,0
1,1,4,2,3,2,2,11,0
2,0,1,2,0,0,0,0,0
2,3,7,4,2,1,1,0,0
4,4,13,2,6,5,3,30,0
2,4,4,2,10,9,6,11,0
1,0,0,2,0,0,1,2,0
2,7,4,3,6,5,6,11,0
3,5,6,4,4,3,3,0,0
7,7,18,2,7,6,7,51,0
3,2,21,2,3,2,2,11,0
2,2,1,2,9,8,7,0,0
1,7,6,10,5,4,4,8,0
4,6,14,2,6,5,5,8,0
2,1,4,4,3,2,2,11,0
1,3,1,2,7,6,6,7,0
8,7,2,2,5,5,7,15,0
1,1,1,2,1,1,0,2,0
2,3,4,2,12,11,9,30,0
1,2,1,2,4,3,3,18,0
1,0,0,3,0,0,0,2,0
1,3,8,4,12,11,8,40,0
2,5,1,2,8,7,7,9,0
4,4,1,3,6,5,3,6,0
5,7,4,2,7,6,7,31,0
1,0,1,2,1,1,0,2,0
2,7,7,6,10,9,9,43,0
5,8,3,7,8,7,10,37,0
1,1,3,5,2,1,2,0,0
1,1,1,2,2,2,1,0,0
6,19,20,4,7,6,4,10,0
1,0,1,2,0,0,0,0,0
6,9,11,6,9,8,6,37,0
4,3,1,2,2,2,1,0,0
1,3,6,2,6,5,2,13,0
3,5,21,4,8,7,7,53,0
2,2,1,2,2,2,1,2,0
4,7,1,2,5,4,3,14,0
1,1,1,2,1,1,0,0,0
1,3,1,2,11,10,14,73,0
9,12,2,3,7,7,6,2,0
3,5,1,2,7,6,6,13,0
2,4,4,2,7,6,5,15,0
1,1,1,2,13,12,8,40,0
1,1,1,2,1,1,0,18,0
5,5,3,7,5,4,4,21,0
2,2,3,2,5,4,3,21,0
2,7,5,6,4,3,4,2,0
6,9,1,2,6,5,3,4,0
1,3,7,8,4,4,7,19,0
8,17,10,4,12,11,7,111,0
1,2,5,2,3,2,2,11,0
4,3,1,2,1,1,0,2,0
1,1,1,2,0,0,1,0,0
2,9,6,2,10,9,5,4,0
5,7,2,2,4,3,3,19,0
3,5,8,2,9,8,9,8,0
2,5,6,2,6,5,9,43,0
1,0,4,2,1,0,1,0,0
1,0,2,2,0,0,1,3,0
1,2,2,2,7,6,4,22,0
1,3,3,2,6,5,5,75,0
1,4,8,2,5,4,4,11,0
3,7,1,2,4,3,5,24,0
1,2,1,2,3,2,3,6,0
1,9,12,11,8,7,4,7,0
2,2,6,2,3,2,3,13,0
1,5,5,4,2,2,4,40,0
1,2,5,3,4,3,2,25,0
2,2,2,2,3,2,3,6,0
1,0,0,3,0,0,0,2,0
3,6,1,2,6,6,5,4,0
2,3,1,2,3,2,2,21,0
7,7,9,5,9,8,5,28,0
1,4,2,2,5,4,3,6,0
1,2,2,2,5,4,5,8,0
2,2,2,3,6,5,3,16,0
3,6,1,2,6,6,5,9,0
2,3,2,2,2,2,2,0,0
1,2,5,0,3,2,2,22,0
7,15,95,9,8,7,8,56,0
2,4,1,2,3,2,0,7,0
2,4,5,2,5,4,8,11,0
6,10,32,5,8,7,7,55,0
2,0,1,2,2,1,2,2,0
1,1,3,4,1,0,1,0,0
8,5,12,6,7,6,6,23,0
4,5,2,5,4,4,3,31,0
1,1,2,2,1,1,0,6,0
2,1,5,2,1,1,0,0,0
5,8,6,2,5,4,4,33,0
7,9,5,5,5,4,6,44,0
1,0,15,2,3,2,3,11,0
2,3,2,2,3,2,1,22,0
1,2,23,2,6,5,4,51,0
2,1,5,2,2,2,2,0,0
1,2,1,4,2,2,2,4,0
1,0,1,2,0,0,1,3,0
3,2,1,2,0,0,1,0,0
2,4,1,2,5,4,6,6,0
1,1,2,2,1,1,2,0,0
3,4,1,2,3,3,2,2,0
1,1,3,2,3,2,2,11,0
2,3,1,2,4,3,2,4,0
1,1,1,2,1,1,0,8,0
2,1,4,2,4,3,2,11,0
1,1,2,2,0,0,0,3,0
3,4,3,2,5,4,3,9,0
1,6,16,3,5,4,6,19,0
5,16,6,5,9,8,5,94,0
1,2,1,2,4,3,4,20,0
3,4,1,5,9,9,7,0,0
1,7,2,5,6,5,4,0,0
2,4,4,2,12,11,6,13,0
2,5,6,2,8,7,5,33,0
2,3,2,2,5,4,2,4,0
2,0,1,2,0,0,0,0,0
8,7,19,4,7,6,5,11,0
1,0,2,0,0,0,0,0,0
5,6,6,2,10,9,6,14,0
1,1,1,2,1,1,0,2,0
2,1,1,2,1,1,0,0,0
1,1,1,2,0,0,0,2,0
4,5,15,6,6,5,5,4,0
2,5,3,2,7,6,9,33,0
2,6,5,2,12,11,8,44,0
8,6,4,2,4,3,5,104,0
1,3,2,2,7,6,7,12,0
4,4,5,2,2,1,2,10,0
7,14,5,5,11,10,10,42,0
3,5,13,3,10,9,9,9,0
6,35,29,9,18,17,11,11,0
2,2,4,2,6,5,5,21,0
7,13,93,7,8,7,8,53,0
1,1,2,2,1,1,1,0,0
6,9,21,5,7,6,8,27,0
1,0,3,2,1,1,1,0,0
4,7,3,3,9,8,8,21,0
8,6,4,2,4,3,5,104,0
2,4,1,2,7,6,9,8,0
1,2,5,2,2,1,3,5,0
1,5,9,2,2,2,3,13,0
2,2,3,2,5,4,5,20,0
2,2,2,2,1,1,3,0,0
2,3,13,2,6,5,6,30,0
1,6,5,3,4,3,5,0,0
3,3,1,2,4,3,5,31,0
1,2,11,2,4,3,2,15,0
2,5,4,6,7,6,6,30,0
1,1,2,3,0,0,2,0,0
1,0,2,2,0,0,0,0,0
3,6,1,2,6,6,5,9,0
3,7,2,2,8,7,8,8,0
1,1,1,2,1,1,1,0,0
1,2,4,2,4,3,4,15,0
2,1,2,2,1,1,1,0,0
9,14,1,2,9,8,9,7,0
2,6,1,2,8,7,6,23,0
1,1,1,2,0,0,1,0,0
1,0,1,0,0,0,0,0,0
1,2,4,2,3,2,3,21,0
5,4,25,4,5,4,4,6,0
2,2,1,2,4,3,2,105,0
5,7,1,2,5,4,7,19,0
2,0,1,2,1,0,0,2,0
1,5,5,5,5,4,2,0,0
1,7,3,2,6,5,5,26,0
1,2,6,2,3,2,2,12,0
6,12,7,2,13,12,11,8,0
10,14,2,3,8,8,7,0,0
3,5,1,2,5,4,3,6,0
3,2,1,2,3,2,1,9,0
1,4,1,2,4,4,4,18,0
2,3,13,2,5,4,4,2,0
1,2,25,2,2,1,4,12,0
1,4,6,5,5,4,1,0,0
2,5,1,5,3,2,6,52,0
4,6,3,2,4,3,4,25,0
1,2,2,2,5,4,4,11,0
4,6,3,2,9,8,10,48,0
1,3,2,2,2,1,1,198,0
5,6,9,3,5,4,2,0,0
6,6,3,2,5,4,5,13,0
4,7,13,2,9,8,8,65,0
8,6,2,2,5,4,4,14,0
2,0,1,2,0,0,2,0,0
1,1,1,3,0,0,0,2,0
1,0,1,2,1,0,2,3,0
3,2,1,2,4,3,3,19,0
3,3,9,2,5,4,9,35,0
2,5,21,6,4,3,2,9,0
2,2,1,2,13,12,8,40,0
5,4,5,2,6,5,3,10,0
4,5,19,4,3,2,3,41,0
1,1,4,2,2,2,3,2,0
2,4,17,2,10,9,10,48,0
1,2,1,2,4,3,4,12,0
3,4,4,2,4,4,3,9,0
2,2,1,2,3,2,5,9,0
1,0,1,2,4,3,1,0,0
3,3,2,2,3,2,2,6,0
1,3,2,4,3,3,1,11,0
4,5,15,2,4,3,6,15,0
2,6,4,8,2,2,1,0,0
3,9,14,6,8,7,5,2,0
6,9,7,2,11,10,9,48,0
1,2,1,4,6,5,4,9,0
4,13,7,7,9,8,4,29,0
1,2,1,2,3,2,3,6,0
1,1,2,2,1,1,1,2,0
1,3,1,2,0,0,0,0,0
2,1,1,2,1,1,0,6,0
10,20,51,5,11,10,7,52,0
4,6,8,5,4,3,5,14,0
3,3,5,5,3,2,4,52,0
2,1,4,2,3,2,2,11,0
2,0,11,3,2,2,1,0,0
1,0,0,0,0,0,0,0,0
8,12,23,9,7,6,9,108,0
2,1,8,2,3,2,2,17,0
1,5,4,4,5,4,2,0,0
3,2,3,2,2,2,1,2,0
2,2,2,2,4,3,6,18,0
4,3,3,2,4,3,2,11,0
6,10,37,5,7,6,7,63,0
1,4,4,7,10,9,6,22,0
5,14,2,2,9,8,10,76,0
2,2,4,2,3,2,4,6,0
3,5,13,3,10,9,9,9,0
2,1,1,2,8,7,8,0,0
1,4,6,2,10,9,3,0,0
2,4,14,5,6,5,8,36,0
2,4,2,2,3,3,1,40,0
4,9,9,4,7,6,6,12,0
1,9,1,2,6,5,8,26,0
3,4,5,5,6,6,3,2,0
1,5,1,2,4,3,4,6,0
2,7,4,2,7,6,5,26,0
2,2,1,2,6,5,6,6,0
2,7,15,4,7,7,5,2,0
4,7,9,3,10,9,10,23,0
2,6,2,7,9,8,5,47,0
2,4,2,2,4,3,4,6,0
1,2,1,2,4,3,3,6,0
2,3,1,2,11,10,6,15,0
2,2,3,2,5,4,4,20,0
3,6,9,2,6,5,7,11,0
2,1,5,3,1,1,0,14,0
1,1,2,2,4,3,2,9,0
4,14,7,2,11,10,11,41,0
1,3,1,2,3,2,4,6,0
1,1,1,2,1,1,1,0,0
1,0,1,3,0,0,1,2,0
1,1,1,2,1,1,0,2,0
4,4,2,7,4,4,5,11,0
1,3,7,3,2,2,1,0,0
1,1,1,2,0,0,1,0,0
2,6,11,2,6,6,8,32,0
1,1,1,2,1,1,0,2,0
1,5,2,2,5,4,4,6,0
1,1,1,2,3,2,4,11,0
4,4,4,2,4,3,5,16,0
1,0,3,0,1,0,1,2,0
2,6,6,3,7,6,6,85,0
1,1,4,3,2,1,1,0,0
1,3,10,2,4,3,3,2,0
7,15,95,9,8,7,8,56,0
2,0,4,2,1,1,1,0,0
6,10,1,4,9,8,5,23,0
5,14,28,9,10,9,8,21,0
4,3,2,2,5,4,2,19,0
2,4,1,2,7,6,3,6,0
7,9,5,5,5,4,6,44,0
5,7,1,2,5,4,7,19,0
6,6,1,2,6,5,4,6,0
2,1,1,2,10,9,8,38,0
1,2,2,2,3,2,3,9,0
1,1,1,2,1,1,0,2,0
4,6,11,2,7,6,7,24,0
3,5,20,2,4,3,3,13,0
8,7,8,2,7,6,6,0,0
2,1,16,2,2,1,3,0,0
5,6,8,4,7,6,3,13,0
2,1,1,2,2,1,0,0,0
2,6,28,2,7,6,8,32,0
1,1,1,2,1,1,1,2,0
3,5,13,3,10,9,9,9,0
2,1,2,2,2,2,2,2,0
6,9,7,2,11,10,9,284,0
1,0,0,0,1,1,2,0,0
1,1,1,2,1,1,1,64,0
3,6,3,3,8,7,7,6,0
3,2,10,4,2,2,2,5,0
5,10,9,4,9,8,10,41,0
2,3,4,2,6,5,7,36,0
1,4,18,9,3,2,2,0,0
1,2,2,2,4,3,5,113,0
2,4,10,2,6,5,2,11,0
2,5,3,4,9,8,9,17,0
2,3,2,2,3,3,4,3,0
5,4,5,2,1,1,1,0,0
3,4,1,2,8,7,7,7,0
2,5,5,2,5,4,3,4,0
5,10,10,4,9,8,10,41,0
2,2,3,2,2,1,5,4,0
1,5,2,2,5,4,7,4,0
5,4,5,2,3,2,4,18,0
3,3,2,3,6,5,4,47,0
2,3,1,2,8,7,7,30,0
2,4,9,6,4,3,4,2,0
5,5,9,3,4,3,5,8,0
3,3,9,2,7,6,9,37,0
4,5,31,2,9,9,8,48,0
1,0,3,2,1,0,0,4,0
0,4,3,2,10,9,6,7,0
1,5,1,2,4,3,4,6,0
9,15,1,2,9,9,7,0,0
2,2,1,3,4,3,3,19,0
2,3,1,2,4,3,4,6,0
5,7,15,2,5,4,5,0,0
2,0,1,2,0,0,0,0,0
5,5,1,2,13,12,8,44,0
1,0,2,4,0,0,0,0,0
4,6,6,2,11,10,7,13,0
3,3,5,2,7,6,4,14,0
5,13,18,16,11,10,9,38,0
6,4,4,2,4,4,5,0,0
3,4,1,2,4,3,3,24,0
1,0,1,2,0,0,1,0,0
2,3,8,2,5,4,4,26,0
1,1,2,2,1,1,0,6,0
4,4,5,2,4,3,3,2,0
